"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Austria","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1991","7612",""
"Austria","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1991","6886",""
"Austria","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1991","7787",""
"Austria","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1991","7231",""
"Austria","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1991","7526",""
"Austria","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1991","7319",""
"Austria","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1991","8053",""
"Austria","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1991","7855",""
"Austria","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1991","7784",""
"Austria","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1991","7738",""
"Austria","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1991","7285",""
"Austria","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1991","7378",""
"Austria","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","88759",""
"Austria","1989","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","7470",""
"Austria","1989","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","6991",""
"Austria","1989","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","7789",""
"Austria","1989","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","7164",""
"Austria","1989","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","7407",""
"Austria","1989","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","7244",""
"Austria","1989","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","7935",""
"Austria","1989","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","7874",""
"Austria","1989","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","7484",""
"Austria","1989","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","7357",""
"Austria","1989","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","6846",""
"Austria","1989","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","7198",""
"Austria","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","88052",""
"Austria","1988","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","7442",""
"Austria","1988","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","7251",""
"Austria","1988","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","7585",""
"Austria","1988","Total","April","Data tabulated by year of occurrence","Final figure, complete","1989","6956",""
"Austria","1988","Total","May","Data tabulated by year of occurrence","Final figure, complete","1989","7649",""
"Austria","1988","Total","June","Data tabulated by year of occurrence","Final figure, complete","1989","7046",""
"Austria","1988","Total","July","Data tabulated by year of occurrence","Final figure, complete","1989","7480",""
"Austria","1988","Total","August","Data tabulated by year of occurrence","Final figure, complete","1989","7655",""
"Austria","1988","Total","September","Data tabulated by year of occurrence","Final figure, complete","1989","7584",""
"Austria","1988","Total","October","Data tabulated by year of occurrence","Final figure, complete","1989","7171",""
"Austria","1988","Total","November","Data tabulated by year of occurrence","Final figure, complete","1989","7048",""
"Austria","1988","Total","December","Data tabulated by year of occurrence","Final figure, complete","1989","7185",""
"Austria","1987","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1988","86503",""
"Austria","1987","Total","January","Data tabulated by year of occurrence","Final figure, complete","1988","7279",""
"Austria","1987","Total","February","Data tabulated by year of occurrence","Final figure, complete","1988","6592",""
"Austria","1987","Total","March","Data tabulated by year of occurrence","Final figure, complete","1988","7327",""
"Austria","1987","Total","April","Data tabulated by year of occurrence","Final figure, complete","1988","7027",""
"Austria","1987","Total","May","Data tabulated by year of occurrence","Final figure, complete","1988","7126",""
"Austria","1987","Total","June","Data tabulated by year of occurrence","Final figure, complete","1988","7288",""
"Austria","1987","Total","July","Data tabulated by year of occurrence","Final figure, complete","1988","7709",""
"Austria","1987","Total","August","Data tabulated by year of occurrence","Final figure, complete","1988","7577",""
"Austria","1987","Total","September","Data tabulated by year of occurrence","Final figure, complete","1988","7312",""
"Austria","1987","Total","October","Data tabulated by year of occurrence","Final figure, complete","1988","7044",""
"Austria","1987","Total","November","Data tabulated by year of occurrence","Final figure, complete","1988","7012",""
"Austria","1987","Total","December","Data tabulated by year of occurrence","Final figure, complete","1988","7210",""
"Austria","1986","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","86964",""
"Austria","1986","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","7468",""
"Austria","1986","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","6820",""
"Austria","1986","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","7412",""
"Austria","1986","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","7390",""
"Austria","1986","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","7300",""
"Austria","1986","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","7089",""
"Austria","1986","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","7608",""
"Austria","1986","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","7460",""
"Austria","1986","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","7516",""
"Austria","1986","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","7150",""
"Austria","1986","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","6660",""
"Austria","1986","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","7091",""
"Austria","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1986","87440",""
"Austria","1985","Total","January","Data tabulated by year of occurrence","Final figure, complete","1986","7546",""
"Austria","1985","Total","February","Data tabulated by year of occurrence","Final figure, complete","1986","6805",""
"Austria","1985","Total","March","Data tabulated by year of occurrence","Final figure, complete","1986","7727",""
